product_id,category_id,product_name,manufacturer,part_number,product_type,description,technical_specs,is_active,created_at
66,5,Engine Housing Fastener Set 066,Demo Aero Components 2,DEMO-PART-00066,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 530, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00066"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP035"", ""source_unit_cost"": ""1038.90""}",true,2026-09-01 00:00:00
67,7,Landing Gear Seal Kit 067,Demo Aero Components 3,DEMO-PART-00067,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00067"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP031"", ""source_unit_cost"": ""788.20""}",true,2026-09-01 00:00:00
68,7,Landing Gear Sensor 068,Demo Aero Components 4,DEMO-PART-00068,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00068"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP010"", ""source_unit_cost"": ""1081.77""}",true,2026-09-01 00:00:00
69,1,Navigation Interface 069,Demo Aero Components 5,DEMO-PART-00069,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00069"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP037"", ""source_unit_cost"": ""2074.07""}",true,2026-09-01 00:00:00
70,3,Engine Starter Relay 070,Demo Aero Components 1,DEMO-PART-00070,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 550, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00070"", ""source_shelf_life_days"": 887, ""source_supplier_id"": ""SUP027"", ""source_unit_cost"": ""747.93""}",true,2026-09-01 00:00:00
71,1,Navigation Interface 071,Demo Aero Components 2,DEMO-PART-00071,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00071"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP007"", ""source_unit_cost"": ""1389.28""}",true,2026-09-01 00:00:00
72,5,Engine Housing Fastener Set 072,Demo Aero Components 3,DEMO-PART-00072,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00072"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP006"", ""source_unit_cost"": ""5776.32""}",true,2026-09-01 00:00:00
73,1,Navigation Interface 073,Demo Aero Components 4,DEMO-PART-00073,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00073"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP035"", ""source_unit_cost"": ""3427.65""}",true,2026-09-01 00:00:00
74,3,Engine Starter Relay 074,Demo Aero Components 5,DEMO-PART-00074,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 526, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00074"", ""source_shelf_life_days"": 1049, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""6860.32""}",true,2026-09-01 00:00:00
75,4,Compressor Service Module 075,Demo Aero Components 1,DEMO-PART-00075,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 527, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00075"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP031"", ""source_unit_cost"": ""1671.55""}",true,2026-09-01 00:00:00
76,8,Structural Bracket 076,Demo Aero Components 2,DEMO-PART-00076,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00076"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP006"", ""source_unit_cost"": ""1209.39""}",true,2026-09-01 00:00:00
77,5,Engine Mount Bolt Kit 077,Demo Aero Components 3,DEMO-PART-00077,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 529, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00077"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""3610.51""}",true,2026-09-01 00:00:00
78,3,Engine Starter Relay 078,Demo Aero Components 4,DEMO-PART-00078,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 530, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00078"", ""source_shelf_life_days"": 795, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""1652.36""}",true,2026-09-01 00:00:00
79,3,Engine Ignition Lead 079,Demo Aero Components 5,DEMO-PART-00079,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 542, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00079"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""1332.70""}",true,2026-09-01 00:00:00
80,2,Cabin Control Panel 080,Demo Aero Components 1,DEMO-PART-00080,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00080"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP027"", ""source_unit_cost"": ""2645.52""}",true,2026-09-01 00:00:00
81,3,Engine Ignition Lead 081,Demo Aero Components 2,DEMO-PART-00081,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 548, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00081"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP037"", ""source_unit_cost"": ""3484.88""}",true,2026-09-01 00:00:00
82,3,Engine Starter Relay 082,Demo Aero Components 3,DEMO-PART-00082,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 550, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00082"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP037"", ""source_unit_cost"": ""3141.79""}",true,2026-09-01 00:00:00
83,5,Engine Mount Bolt Kit 083,Demo Aero Components 4,DEMO-PART-00083,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 553, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00083"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP030"", ""source_unit_cost"": ""633.81""}",true,2026-09-01 00:00:00
84,1,Communication Control Unit 084,Demo Aero Components 5,DEMO-PART-00084,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00084"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP009"", ""source_unit_cost"": ""698.37""}",true,2026-09-01 00:00:00
85,2,Cabin Air Filter 085,Demo Aero Components 1,DEMO-PART-00085,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00085"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP039"", ""source_unit_cost"": ""5707.21""}",true,2026-09-01 00:00:00
86,2,Cabin Control Panel 086,Demo Aero Components 2,DEMO-PART-00086,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00086"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP022"", ""source_unit_cost"": ""1304.63""}",true,2026-09-01 00:00:00
87,5,Engine Mount Bolt Kit 087,Demo Aero Components 3,DEMO-PART-00087,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 527, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00087"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP022"", ""source_unit_cost"": ""5571.11""}",true,2026-09-01 00:00:00
88,8,Structural Bracket 088,Demo Aero Components 4,DEMO-PART-00088,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00088"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP029"", ""source_unit_cost"": ""1770.73""}",true,2026-09-01 00:00:00
89,2,Cabin Air Filter 089,Demo Aero Components 5,DEMO-PART-00089,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00089"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP031"", ""source_unit_cost"": ""1257.21""}",true,2026-09-01 00:00:00
90,1,Communication Control Unit 090,Demo Aero Components 1,DEMO-PART-00090,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00090"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP039"", ""source_unit_cost"": ""283.75""}",true,2026-09-01 00:00:00
91,3,Engine Ignition Lead 091,Demo Aero Components 2,DEMO-PART-00091,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 542, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00091"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP024"", ""source_unit_cost"": ""1711.80""}",true,2026-09-01 00:00:00
92,1,Communication Control Unit 092,Demo Aero Components 3,DEMO-PART-00092,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00092"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP025"", ""source_unit_cost"": ""260.60""}",true,2026-09-01 00:00:00
93,4,Compressor Service Module 093,Demo Aero Components 4,DEMO-PART-00093,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 548, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00093"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP030"", ""source_unit_cost"": ""509.04""}",true,2026-09-01 00:00:00
94,7,Landing Gear Sensor 094,Demo Aero Components 5,DEMO-PART-00094,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00094"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP011"", ""source_unit_cost"": ""1920.47""}",true,2026-09-01 00:00:00
95,4,Fuel Nozzle Assembly 095,Demo Aero Components 1,DEMO-PART-00095,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 553, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00095"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP013"", ""source_unit_cost"": ""544.85""}",true,2026-09-01 00:00:00
96,4,Compressor Service Module 096,Demo Aero Components 2,DEMO-PART-00096,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00096"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP026"", ""source_unit_cost"": ""484.29""}",true,2026-09-01 00:00:00
97,6,Hydraulic Filter 097,Demo Aero Components 3,DEMO-PART-00097,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00097"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP003"", ""source_unit_cost"": ""701.96""}",true,2026-09-01 00:00:00
98,3,Engine Starter Relay 098,Demo Aero Components 4,DEMO-PART-00098,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 526, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00098"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP013"", ""source_unit_cost"": ""1048.02""}",true,2026-09-01 00:00:00
99,4,Compressor Service Module 099,Demo Aero Components 5,DEMO-PART-00099,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 527, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00099"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP029"", ""source_unit_cost"": ""1205.13""}",true,2026-09-01 00:00:00
100,1,Communication Control Unit 100,Demo Aero Components 1,DEMO-PART-00100,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00100"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP040"", ""source_unit_cost"": ""486.84""}",true,2026-09-01 00:00:00
101,2,Cabin Air Filter 101,Demo Aero Components 2,DEMO-PART-00101,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00101"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP021"", ""source_unit_cost"": ""1068.38""}",true,2026-09-01 00:00:00
102,3,Engine Starter Relay 102,Demo Aero Components 3,DEMO-PART-00102,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 530, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00102"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP016"", ""source_unit_cost"": ""1071.25""}",true,2026-09-01 00:00:00
103,5,Engine Mount Bolt Kit 103,Demo Aero Components 4,DEMO-PART-00103,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 542, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00103"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP018"", ""source_unit_cost"": ""1290.90""}",true,2026-09-01 00:00:00
104,4,Fuel Nozzle Assembly 104,Demo Aero Components 5,DEMO-PART-00104,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 547, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00104"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP028"", ""source_unit_cost"": ""481.56""}",true,2026-09-01 00:00:00
105,8,Access Panel 105,Demo Aero Components 1,DEMO-PART-00105,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00105"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP022"", ""source_unit_cost"": ""344.57""}",true,2026-09-01 00:00:00
106,1,Communication Control Unit 106,Demo Aero Components 2,DEMO-PART-00106,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00106"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP001"", ""source_unit_cost"": ""177.67""}",true,2026-09-01 00:00:00
107,4,Fuel Nozzle Assembly 107,Demo Aero Components 3,DEMO-PART-00107,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 553, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00107"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP022"", ""source_unit_cost"": ""1175.42""}",true,2026-09-01 00:00:00
108,2,Cabin Control Panel 108,Demo Aero Components 4,DEMO-PART-00108,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00108"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP017"", ""source_unit_cost"": ""601.72""}",true,2026-09-01 00:00:00
109,4,Engine Oil Filter 109,Demo Aero Components 5,DEMO-PART-00109,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 524, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00109"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP029"", ""source_unit_cost"": ""800.02""}",true,2026-09-01 00:00:00
110,5,Engine Housing Fastener Set 110,Demo Aero Components 1,DEMO-PART-00110,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 526, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00110"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP036"", ""source_unit_cost"": ""12558.79""}",true,2026-09-01 00:00:00
111,2,Cabin Air Filter 111,Demo Aero Components 2,DEMO-PART-00111,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00111"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP039"", ""source_unit_cost"": ""7951.34""}",true,2026-09-01 00:00:00
112,6,Hydraulic Valve Assembly 112,Demo Aero Components 3,DEMO-PART-00112,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00112"", ""source_shelf_life_days"": 728, ""source_supplier_id"": ""SUP025"", ""source_unit_cost"": ""226.73""}",true,2026-09-01 00:00:00
113,4,Fuel Nozzle Assembly 113,Demo Aero Components 4,DEMO-PART-00113,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 529, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00113"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP015"", ""source_unit_cost"": ""4031.30""}",true,2026-09-01 00:00:00
114,7,Landing Gear Sensor 114,Demo Aero Components 5,DEMO-PART-00114,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00114"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP018"", ""source_unit_cost"": ""3989.96""}",true,2026-09-01 00:00:00
115,2,Cabin Air Filter 115,Demo Aero Components 1,DEMO-PART-00115,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00115"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP008"", ""source_unit_cost"": ""2958.23""}",true,2026-09-01 00:00:00
116,2,Cabin Control Panel 116,Demo Aero Components 2,DEMO-PART-00116,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00116"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP038"", ""source_unit_cost"": ""2923.87""}",true,2026-09-01 00:00:00
117,4,Compressor Service Module 117,Demo Aero Components 3,DEMO-PART-00117,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 548, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00117"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP034"", ""source_unit_cost"": ""1256.23""}",true,2026-09-01 00:00:00
118,4,Engine Oil Filter 118,Demo Aero Components 4,DEMO-PART-00118,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 550, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00118"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP035"", ""source_unit_cost"": ""352.76""}",true,2026-09-01 00:00:00
119,3,Engine Ignition Lead 119,Demo Aero Components 5,DEMO-PART-00119,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 553, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00119"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP014"", ""source_unit_cost"": ""6480.24""}",true,2026-09-01 00:00:00
120,5,Engine Housing Fastener Set 120,Demo Aero Components 1,DEMO-PART-00120,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00120"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP013"", ""source_unit_cost"": ""1334.93""}",true,2026-09-01 00:00:00
121,1,Navigation Interface 121,Demo Aero Components 2,DEMO-PART-00121,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00121"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP035"", ""source_unit_cost"": ""296.35""}",true,2026-09-01 00:00:00
122,5,Engine Housing Fastener Set 122,Demo Aero Components 3,DEMO-PART-00122,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 526, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00122"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP022"", ""source_unit_cost"": ""4852.65""}",true,2026-09-01 00:00:00
123,2,Cabin Air Filter 123,Demo Aero Components 4,DEMO-PART-00123,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00123"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP029"", ""source_unit_cost"": ""3000.73""}",true,2026-09-01 00:00:00
124,3,Engine Starter Relay 124,Demo Aero Components 5,DEMO-PART-00124,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 528, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00124"", ""source_shelf_life_days"": 891, ""source_supplier_id"": ""SUP020"", ""source_unit_cost"": ""1018.72""}",true,2026-09-01 00:00:00
125,1,Navigation Interface 125,Demo Aero Components 1,DEMO-PART-00125,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00125"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP018"", ""source_unit_cost"": ""1490.01""}",true,2026-09-01 00:00:00
126,3,Engine Starter Relay 126,Demo Aero Components 2,DEMO-PART-00126,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 530, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00126"", ""source_shelf_life_days"": 831, ""source_supplier_id"": ""SUP026"", ""source_unit_cost"": ""2493.86""}",true,2026-09-01 00:00:00
127,8,Access Panel 127,Demo Aero Components 3,DEMO-PART-00127,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00127"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP033"", ""source_unit_cost"": ""399.15""}",true,2026-09-01 00:00:00
128,5,Engine Housing Fastener Set 128,Demo Aero Components 4,DEMO-PART-00128,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 547, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00128"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP014"", ""source_unit_cost"": ""1102.45""}",true,2026-09-01 00:00:00
129,6,Hydraulic Filter 129,Demo Aero Components 5,DEMO-PART-00129,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00129"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP033"", ""source_unit_cost"": ""346.14""}",true,2026-09-01 00:00:00
130,8,Structural Bracket 130,Demo Aero Components 1,DEMO-PART-00130,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00130"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP010"", ""source_unit_cost"": ""1056.28""}",true,2026-09-01 00:00:00
